Category,X,Y,int_time
NON-CRIMINAL,-122.389421299039,37.7293538492444,21
OTHER OFFENSES,-122.43168292833,37.803266802688704,17
NON-CRIMINAL,-122.38846241959699,37.7288786692236,8
NON-CRIMINAL,-122.498111375176,37.7728523140228,19
DRUG/NARCOTIC,-122.415127837608,37.7797870676495,16
BURGLARY,-122.403108109876,37.719842977757004,9
OTHER OFFENSES,-122.41982792996099,37.766673755183504,10
OTHER OFFENSES,-122.391522893042,37.7324323864471,0
BURGLARY,-122.415444159886,37.7780245674641,11
SUSPICIOUS OCC,-122.43627497948098,37.7800247331065,13
VEHICLE THEFT,-122.44400036463499,37.7718270462389,23
ASSAULT,-122.402283326434,37.716711235015104,21
DRUG/NARCOTIC,-122.42269562936501,37.7921733284528,19
ASSAULT,-122.417820314016,37.7691951447466,18
WARRANTS,-122.40627707398701,37.770700025011394,14
MISSING PERSON,-122.428932241362,37.7900141909753,21
NON-CRIMINAL,-122.46242489523199,37.7860201332806,12
NON-CRIMINAL,-122.38865484283899,37.736483401255605,7
WARRANTS,-122.416293820935,37.777493677735,16
RECOVERED VEHICLE,-122.422848816355,37.7299407202717,9
MISSING PERSON,-122.415923448242,37.8085905137102,21
"SEX OFFENSES, FORCIBLE",-122.431046366089,37.7830295716044,21
VANDALISM,-122.40202770694799,37.7862483456629,8
ASSAULT,-122.439065944959,37.744277476687714,19
ROBBERY,-122.497858407274,37.7756357552664,12
ROBBERY,-122.419671780296,37.7650501214668,21
FRAUD,-122.497316236002,37.7766326845965,9
WEAPON LAWS,-122.411762036037,37.7686919813508,18
VEHICLE THEFT,-122.442378910875,37.7725041276264,10
WARRANTS,-122.433206040833,37.76462298570161,19
ASSAULT,-122.417225757723,37.7471608234479,11
NON-CRIMINAL,-122.478165099447,37.779403761342394,10
VANDALISM,-122.41248326348,37.7706305910776,22
OTHER OFFENSES,-122.50065523814301,37.776480930727296,8
NON-CRIMINAL,-122.470092483646,37.7380377365313,10
WARRANTS,-122.38963953154301,37.7862250418081,21
BURGLARY,-122.42218826142599,37.7726948236861,23
FRAUD,-122.402070243227,37.788719868813295,17
VEHICLE THEFT,-122.43055177980101,37.7893227716214,22
OTHER OFFENSES,-122.39516315448799,37.7843096998676,17
ASSAULT,-122.436177137685,37.7142089386085,8
MISSING PERSON,-122.43476428669202,37.7226161363136,15
SUSPICIOUS OCC,-122.38435769837999,37.7324996437285,18
VANDALISM,-122.39958770418998,37.7350510103906,0
VANDALISM,-122.40409466245,37.787256092799296,17
OTHER OFFENSES,-122.40340479147899,37.775420706711,12
ROBBERY,-122.41013523637699,37.78418890752671,17
WEAPON LAWS,-122.415127837608,37.7797870676495,16
NON-CRIMINAL,-122.44010399460501,37.7736849604306,15
VEHICLE THEFT,-122.401658145147,37.7718165835839,14
SUSPICIOUS OCC,-122.423156806774,37.7902088255652,8
ASSAULT,-122.417107986993,37.7122561827524,7
DRUG/NARCOTIC,-122.424688703591,37.7853339640306,22
NON-CRIMINAL,-122.410928353347,37.7836778741124,11
OTHER OFFENSES,-122.44236969444,37.7609713184553,10
WARRANTS,-122.421057854839,37.766598778147795,9
"SEX OFFENSES, FORCIBLE",-122.413174494396,37.786719015554,22
VANDALISM,-122.40923414477,37.788131436451295,18
OTHER OFFENSES,-122.498185454288,37.7805825768084,12
ASSAULT,-122.44306685614299,37.724987165022995,19
NON-CRIMINAL,-122.406206824254,37.767225340757,16
NON-CRIMINAL,-122.460050195548,37.7486950074688,15
ASSAULT,-122.435410531466,37.7592005122857,16
BURGLARY,-122.424654777093,37.7583491422634,20
VEHICLE THEFT,-122.47844077982799,37.7832264447086,16
DRUG/NARCOTIC,-122.41747701285,37.764357751686,17
NON-CRIMINAL,-122.378920771859,37.7286119710993,6
WARRANTS,-122.419448185224,37.7802091894281,13
BURGLARY,-122.47449243489099,37.7412321400763,15
BURGLARY,-122.407470899419,37.7755204237187,22
NON-CRIMINAL,-122.41552609379801,37.7118390462146,19
ASSAULT,-122.406324313914,37.7536322498822,10
OTHER OFFENSES,-122.39041776743099,37.7165061780871,19
OTHER OFFENSES,-122.44108623557,37.7741016205702,16
VEHICLE THEFT,-122.41903911933001,37.7907880214451,14
MISSING PERSON,-122.407999186749,37.7778241673064,21
OTHER OFFENSES,-122.452952489795,37.7882766632231,11
WEAPON LAWS,-122.379348616728,37.7348543299922,14
VEHICLE THEFT,-122.410246553741,37.7890162035598,18
NON-CRIMINAL,-122.410774214375,37.8084350175869,19
NON-CRIMINAL,-122.442597549743,37.7693116425317,1
WEAPON LAWS,-122.416374835778,37.7644225165568,17
ASSAULT,-122.450709919144,37.7695262270693,12
NON-CRIMINAL,-122.415885065788,37.783516056415294,17
VANDALISM,-122.437763375829,37.7399180901817,19
NON-CRIMINAL,-122.41838200860701,37.783258377094896,19
BURGLARY,-122.380268162997,37.7289171340996,18
OTHER OFFENSES,-122.42530035193701,37.7713382804499,12
FRAUD,-122.407612885387,37.7884486019705,9
VANDALISM,-122.414652600787,37.7941089194366,20
DRUG/NARCOTIC,-122.413045971966,37.7738617771611,6
BURGLARY,-122.44431061666701,37.7694427864091,15
SECONDARY CODES,-122.41394672022498,37.7743783512876,17
MISSING PERSON,-122.394438859914,37.73644389967321,21
ASSAULT,-122.416991089644,37.777074192255995,14
VEHICLE THEFT,-122.412285208626,37.79909450415371,13
ASSAULT,-122.415618823722,37.8072756032801,22
MISSING PERSON,-122.42974129434499,37.7977645712284,11
OTHER OFFENSES,-122.430726266807,37.7627516837424,0
NON-CRIMINAL,-122.419671780296,37.7650501214668,19
MISSING PERSON,-122.38966070117701,37.7361786073283,7
OTHER OFFENSES,-122.486330976731,37.7733904017767,0
OTHER OFFENSES,-122.408162953857,37.780534538527796,22
STOLEN PROPERTY,-122.418090766692,37.7861007451645,8
OTHER OFFENSES,-122.415014685048,37.750836391743995,18
ASSAULT,-122.40652098714399,37.7850629421661,13
"SEX OFFENSES, FORCIBLE",-122.454598859175,37.723644272113795,3
ROBBERY,-122.408433097286,37.7967039278443,23
SUSPICIOUS OCC,-122.39249135495899,37.7272476249861,2
WEAPON LAWS,-122.415022828589,37.7516272270745,19
WARRANTS,-122.414335580289,37.7467682412445,22
WARRANTS,-122.416477397948,37.786795408034294,11
MISSING PERSON,-122.466458192036,37.743577781095,18
OTHER OFFENSES,-122.423869271697,37.7729422630978,1
VEHICLE THEFT,-122.38472402721001,37.726756887838796,19
FRAUD,-122.435831640861,37.713936311736795,14
NON-CRIMINAL,-122.412930522059,37.7838344374141,12
ASSAULT,-122.40753977435699,37.79224917725779,12
ROBBERY,-122.406030209074,37.797058553989395,2
NON-CRIMINAL,-122.40340479147899,37.775420706711,14
FRAUD,-122.41420144235,37.7876109394648,20
OTHER OFFENSES,-122.485986546842,37.7519499372224,11
OTHER OFFENSES,-122.397816589532,37.784668065393795,2
VANDALISM,-122.418111096758,37.8070199998601,3
VANDALISM,-122.421004638611,37.7845493478697,20
WARRANTS,-122.405337194755,37.7524089409576,21
OTHER OFFENSES,-122.391307417333,37.720975688806796,18
ASSAULT,-122.435426671978,37.780076378241795,14
MISSING PERSON,-122.41133956255699,37.7812707434494,18
VEHICLE THEFT,-122.433084166837,37.7851499161537,22
ASSAULT,-122.40340479147899,37.775420706711,1
BURGLARY,-122.418637558457,37.79865631882871,8
BURGLARY,-122.423702325261,37.7352327878159,8
VANDALISM,-122.408433097286,37.7967039278443,20
OTHER OFFENSES,-122.39893271109501,37.7837848211584,15
NON-CRIMINAL,-122.49385372478399,37.7338985662719,15
WARRANTS,-122.415000536786,37.7620990020681,10
ASSAULT,-122.41506687647,37.7835634796332,9
MISSING PERSON,-122.42861091340001,37.7632288973036,14
DRUG/NARCOTIC,-122.475551954966,37.717074940923204,22
FORGERY/COUNTERFEITING,-122.41251534135598,37.78047774805079,22
NON-CRIMINAL,-122.41580571058998,37.808212006459996,3
ASSAULT,-122.411615075408,37.7831614109395,20
ASSAULT,-122.461488844398,37.786106452065,0
ASSAULT,-122.41580571058998,37.808212006459996,22
VANDALISM,-122.46400740643601,37.7781481010942,20
FRAUD,-122.41251534135598,37.78047774805079,18
DRUG/NARCOTIC,-122.411979487494,37.7809039696758,13
FRAUD,-122.40324963724599,37.71906996834671,12
VANDALISM,-122.388485562387,37.789572762563,17
VEHICLE THEFT,-122.44076081388599,37.784237111166505,9
MISSING PERSON,-122.50363781312001,37.7812059887529,13
NON-CRIMINAL,-122.405187364125,37.7745529324018,9
OTHER OFFENSES,-122.41431785788099,37.7799444052046,17
STOLEN PROPERTY,-122.41372136556801,37.7754368242462,22
WARRANTS,-122.431437121772,37.7849665704308,10
NON-CRIMINAL,-122.432329732386,37.7814292195409,9
DRUG/NARCOTIC,-122.412224164736,37.7820729312029,20
VANDALISM,-122.40871060666299,37.78097067220529,8
OTHER OFFENSES,-122.407707096397,37.785103454566105,16
NON-CRIMINAL,-122.46189591950301,37.7334119937732,17
ASSAULT,-122.410210672453,37.7535202898005,17
VANDALISM,-122.403713555238,37.7698442258534,10
WARRANTS,-122.417999278691,37.7856407526644,10
ASSAULT,-122.426498379985,37.769249045094,10
ASSAULT,-122.41808918542499,37.8069115312916,12
OTHER OFFENSES,-122.42197091902901,37.74237522452549,22
OTHER OFFENSES,-122.410932750782,37.769411384942,12
NON-CRIMINAL,-122.48659992072201,37.777121495569894,20
BURGLARY,-122.434457353955,37.7609766090845,23
OTHER OFFENSES,-122.434974754942,37.802847498170706,11
VANDALISM,-122.47938499931999,37.7728444410496,22
WARRANTS,-122.42895003272699,37.7675027326801,18
NON-CRIMINAL,-122.435637436721,37.7681694346175,16
RECOVERED VEHICLE,-122.390952930587,37.7386625599684,7
NON-CRIMINAL,-122.40340479147899,37.775420706711,14
NON-CRIMINAL,-122.40979166229299,37.7985083480435,13
ASSAULT,-122.40950430935,37.781526271747,16
NON-CRIMINAL,-122.414433155063,37.7846576329256,16
ASSAULT,-122.417367329727,37.7828626236813,22
VANDALISM,-122.44444128636299,37.7826777179027,18
DRUG/NARCOTIC,-122.43307534135,37.726854596498,23
NON-CRIMINAL,-122.400803885548,37.7864412623669,16
OTHER OFFENSES,-122.407244087032,37.7865647607685,14
BURGLARY,-122.435575820196,37.784892281882,2
OTHER OFFENSES,-122.40238402441099,37.7909700100406,21
VEHICLE THEFT,-122.38013384712099,37.7312962281442,13
OTHER OFFENSES,-122.401596457244,37.7539156919204,18
VANDALISM,-122.450242113384,37.7700540212914,20
OTHER OFFENSES,-122.388169858297,37.7859590242212,19
NON-CRIMINAL,-122.503471153788,37.7716876668909,9
ASSAULT,-122.378920771859,37.7286119710993,17
VANDALISM,-122.39409773463899,37.7789944686376,20
TRESPASS,-122.43452469150101,37.800298060919204,10
OTHER OFFENSES,-122.408597386677,37.789224205873,17
ASSAULT,-122.448959925357,37.735092193510106,0
SECONDARY CODES,-122.411324519026,37.806804272619296,0
VEHICLE THEFT,-122.424060357638,37.7980723406312,8
FRAUD,-122.409576373262,37.7999519603954,11
DRIVING UNDER THE INFLUENCE,-122.40196064325701,37.7929546059148,3
ROBBERY,-122.41799760821002,37.776955113843606,1
OTHER OFFENSES,-122.47877718542,37.7400921437645,18
MISSING PERSON,-122.365565425353,37.8096707013239,12
OTHER OFFENSES,-122.48061804334,37.7596113632155,23
OTHER OFFENSES,-122.43674444467301,37.723809628217,15
NON-CRIMINAL,-122.47231143961099,37.7806545051192,13
ASSAULT,-122.40979166229299,37.7985083480435,15
SUSPICIOUS OCC,-122.40409466245,37.787256092799296,10
NON-CRIMINAL,-122.433699281627,37.8045519866135,10
ASSAULT,-122.396556426173,37.7941169057941,0
NON-CRIMINAL,-122.394064715984,37.792537817505,15
ROBBERY,-122.411477483958,37.7202518186585,15
WARRANTS,-122.421355374932,37.75937226884471,0
ASSAULT,-122.41169861586701,37.7399058489146,23
SECONDARY CODES,-122.41635198735202,37.7816031438671,16
ASSAULT,-122.424421767504,37.736401002257,17
VEHICLE THEFT,-122.42428050589399,37.75428488171049,22
NON-CRIMINAL,-122.446621710497,37.727088477506896,20
VANDALISM,-122.414988252591,37.8082613305439,6
NON-CRIMINAL,-122.485073656871,37.72399838089769,9
ASSAULT,-122.401966042339,37.7687048636082,17
TRESPASS,-122.39616405853201,37.7762328753299,10
NON-CRIMINAL,-122.414010814727,37.7866770011071,12
ROBBERY,-122.46311676849501,37.7227128688319,11
VEHICLE THEFT,-122.400961855199,37.7581317228899,18
OTHER OFFENSES,-122.404270179486,37.78447885387449,18
WARRANTS,-122.423622537404,37.7647573853335,12
VEHICLE THEFT,-122.407354509443,37.7917926375029,7
DISORDERLY CONDUCT,-122.40019476894399,37.7900527936016,8
DRUG/NARCOTIC,-122.415508242782,37.7816542806076,0
STOLEN PROPERTY,-122.405744762009,37.791498082842494,18
BURGLARY,-122.40487633822599,37.7178482668211,2
OTHER OFFENSES,-122.383187458704,37.7316757960484,14
NON-CRIMINAL,-122.44857848496599,37.769797716883104,20
MISSING PERSON,-122.455140366031,37.7096619515696,2
SUSPICIOUS OCC,-122.425589711464,37.7894737910387,12
ASSAULT,-122.41774220459499,37.761878431662296,18
OTHER OFFENSES,-122.429792899837,37.7855609320034,5
ASSAULT,-122.393110640713,37.77731032196979,15
ROBBERY,-122.417217927213,37.7710386516388,2
NON-CRIMINAL,-122.46374992639099,37.7736224122729,15
DISORDERLY CONDUCT,-122.414233194926,37.7654346229116,7
DRUG/NARCOTIC,-122.38555870686399,37.7415392647992,19
BURGLARY,-122.431046366089,37.7830295716044,20
SUSPICIOUS OCC,-122.475102006298,37.734623708357,0
FORGERY/COUNTERFEITING,-122.404956956375,37.785117856395296,0
FRAUD,-122.41531796699199,37.7807179285998,0
ASSAULT,-122.420691680792,37.7905770710537,0
VANDALISM,-122.422180938873,37.7770395107539,20
WEAPON LAWS,-122.419671780296,37.7650501214668,23
NON-CRIMINAL,-122.429128783477,37.769455617859286,12
TRESPASS,-122.40652098714399,37.7850629421661,11
NON-CRIMINAL,-122.47861870602699,37.7531929151299,6
OTHER OFFENSES,-122.39627766288,37.749746692456796,1
DRUG/NARCOTIC,-122.413869632554,37.7818621883021,8
OTHER OFFENSES,-122.40340479147899,37.775420706711,23
VEHICLE THEFT,-122.480308682068,37.720226751930795,13
OTHER OFFENSES,-122.411800134753,37.784089036686794,0
OTHER OFFENSES,-122.39097173455099,37.734015218072294,22
NON-CRIMINAL,-122.43109805193701,37.779617141304,20
WARRANTS,-122.433828953097,37.7357415157526,2
ASSAULT,-122.422805752252,37.76363695731771,21
MISSING PERSON,-122.419671780296,37.7650501214668,23
VEHICLE THEFT,-122.42219944483,37.8064351103515,18
VANDALISM,-122.414647523858,37.7724423373209,0
NON-CRIMINAL,-122.48061804334,37.7596113632155,23
ASSAULT,-122.429490357681,37.761276012999296,8
OTHER OFFENSES,-122.385122491627,37.7278597168875,12
SUSPICIOUS OCC,-122.386775025935,37.765377517215,12
NON-CRIMINAL,-122.475235457624,37.782456993473396,18
WARRANTS,-122.41638948387899,37.7112123454185,18
SUSPICIOUS OCC,-122.403464080033,37.7785233776032,11
OTHER OFFENSES,-122.438328082289,37.7797665517286,22
OTHER OFFENSES,-122.388499251587,37.72410004055121,17
OTHER OFFENSES,-122.40340479147899,37.775420706711,17
VEHICLE THEFT,-122.404042691685,37.71614902183449,18
SUSPICIOUS OCC,-122.40260356541799,37.7252355695069,11
ASSAULT,-122.410928353347,37.7836778741124,19
OTHER OFFENSES,-122.38787584403099,37.7389452677155,7
NON-CRIMINAL,-122.42157265588,37.7409597087893,1
ROBBERY,-122.43228179167801,37.7642891955749,0
OTHER OFFENSES,-122.406000218489,37.7885406192723,0
VANDALISM,-122.483985929775,37.7309911833086,12
VEHICLE THEFT,-122.423483085497,37.7571585282815,14
OTHER OFFENSES,-122.432645205832,37.7117589753207,15
NON-CRIMINAL,-122.447820608146,37.7880255442875,23
BURGLARY,-122.389198596898,37.7296930728174,11
OTHER OFFENSES,-122.47768004946998,37.716705755128295,22
VEHICLE THEFT,-122.421713231971,37.7789574682026,18
ASSAULT,-122.41431785788099,37.7799444052046,15
NON-CRIMINAL,-122.475644251197,37.7430505534925,9
OTHER OFFENSES,-122.426955631709,37.769247063207004,9
VEHICLE THEFT,-122.42225329956499,37.794091726034395,18
ROBBERY,-122.400916029025,37.7854574902997,1
ASSAULT,-122.43169048433901,37.715772828606795,18
VEHICLE THEFT,-122.44254961250499,37.7196199055896,7
OTHER OFFENSES,-122.419671780296,37.7650501214668,8
NON-CRIMINAL,-122.43675991912399,37.7170938880453,10
NON-CRIMINAL,-122.41745900499201,37.748556493253496,18
VANDALISM,-122.40643516818899,37.763884208879,3
OTHER OFFENSES,-122.416000227907,37.7119155437754,23
ASSAULT,-122.428203997155,37.759691691831,18
VANDALISM,-122.433915817274,37.7933961776201,17
BURGLARY,-122.41609466771601,37.79257308034371,3
VEHICLE THEFT,-122.403631162228,37.7666581536244,16
WARRANTS,-122.412930522059,37.7838344374141,21
ASSAULT,-122.40820165725401,37.7868849113107,6
NON-CRIMINAL,-122.412249767634,37.782556330202,21
OTHER OFFENSES,-122.421254202268,37.7859235669023,14
ASSAULT,-122.418540618555,37.78407618638379,16
NON-CRIMINAL,-122.40340479147899,37.775420706711,6
SUSPICIOUS OCC,-122.428355366652,37.7612577113414,16
VANDALISM,-122.448511700788,37.7735725810079,4
BURGLARY,-122.40652098714399,37.7850629421661,19
OTHER OFFENSES,-122.393622739343,37.783079119147104,16
OTHER OFFENSES,-122.419087676747,37.8078015516515,23
NON-CRIMINAL,-122.392135366031,37.75771063943501,18
OTHER OFFENSES,-122.411965795229,37.78491418595621,6
NON-CRIMINAL,-122.42253647830601,37.7787958771466,11
ROBBERY,-122.408953598279,37.783287873572,23
ASSAULT,-122.429369095956,37.775110346472005,15
SUSPICIOUS OCC,-122.43403618214,37.7632941952462,20
OTHER OFFENSES,-122.413585057689,37.7358943545276,15
ASSAULT,-122.40912501239299,37.7576778102612,21
NON-CRIMINAL,-122.418028132982,37.7898812870744,14
VANDALISM,-122.402070243227,37.788719868813295,23
OTHER OFFENSES,-122.399625435061,37.7831585013597,13
OTHER OFFENSES,-122.404389314967,37.7921647064742,9
ASSAULT,-122.43366863986,37.7366836597851,8
MISSING PERSON,-122.38484320705,37.733770030402,1
OTHER OFFENSES,-122.40340479147899,37.775420706711,13
OTHER OFFENSES,-122.440720545257,37.7667916111324,12
OTHER OFFENSES,-122.40340479147899,37.775420706711,12
"SEX OFFENSES, FORCIBLE",-122.491685513495,37.7731459860794,6
ASSAULT,-122.49765932149299,37.7420246370177,2
VEHICLE THEFT,-122.38018862017599,37.7324242714289,18
DRUG/NARCOTIC,-122.412224164736,37.7820729312029,13
OTHER OFFENSES,-122.39207416787201,37.7308550434271,20
WARRANTS,-122.41198764359501,37.7850226622786,11
NON-CRIMINAL,-122.48580657741199,37.780035150424396,0
NON-CRIMINAL,-122.407845374111,37.7850943210103,19
SUSPICIOUS OCC,-122.410955248906,37.7841399509594,17
VANDALISM,-122.42203497183,37.8059841928876,4
BURGLARY,-122.407633520742,37.7841893501425,2
ASSAULT,-122.40257121696399,37.7641259075201,14
FRAUD,-122.40120121358801,37.7937743739296,17
ASSAULT,-122.416583456133,37.778659154150795,15
WEAPON LAWS,-122.398364817035,37.737193281368214,16
WEAPON LAWS,-122.426955631709,37.769247063207004,15
SECONDARY CODES,-122.407000497181,37.716172774552,0
ASSAULT,-122.417260596576,37.7377899061691,19
SUSPICIOUS OCC,-122.410689907787,37.7824948907735,14
OTHER OFFENSES,-122.414619686906,37.785583058846996,8
NON-CRIMINAL,-122.419020964349,37.782652976076996,10
NON-CRIMINAL,-122.406539115148,37.7564864109309,21
VEHICLE THEFT,-122.417660640341,37.755504342002794,2
STOLEN PROPERTY,-122.419671780296,37.7650501214668,8
SUSPICIOUS OCC,-122.41431785788099,37.7799444052046,17
ASSAULT,-122.474554128533,37.780681348135204,16
ASSAULT,-122.419196838603,37.7594144253287,23
ASSAULT,-122.414743835382,37.778719262789004,23
OTHER OFFENSES,-122.39289968152201,37.72890406777661,15
ASSAULT,-122.409652663162,37.7964914531604,23
VANDALISM,-122.444652555042,37.8045839875005,20
OTHER OFFENSES,-122.45340686052,37.786416419594005,6
"SEX OFFENSES, FORCIBLE",-122.395891602231,37.75723746835821,7
SUSPICIOUS OCC,-122.421224686971,37.7572975613482,1
ASSAULT,-122.405610268222,37.732438864982,10
NON-CRIMINAL,-122.416818891994,37.776936201488105,12
ASSAULT,-122.44481629163602,37.8053891667025,0
WEAPON LAWS,-122.420303482492,37.770896885856,12
VANDALISM,-122.448307079193,37.73565063989479,2
NON-CRIMINAL,-122.429633638174,37.7627651977237,11
NON-CRIMINAL,-122.446933310975,37.77000619883579,14
ASSAULT,-122.49291700825898,37.7815966400474,20
ASSAULT,-122.414406029855,37.7841907151119,4
VANDALISM,-122.437499876379,37.7665817616999,21
VEHICLE THEFT,-122.41307315141898,37.772538392859204,23
NON-CRIMINAL,-122.415937762031,37.7921322486354,14
ASSAULT,-122.407163046954,37.7797376338991,17
NON-CRIMINAL,-122.41257364320101,37.7834687204586,16
OTHER OFFENSES,-122.449320282503,37.78699571539021,9
VEHICLE THEFT,-122.445717668922,37.77208097723921,11
ASSAULT,-122.413609328985,37.784696907904,13
FRAUD,-122.40618184105,37.7894765068014,7
ROBBERY,-122.407873817251,37.714143390059206,23
WARRANTS,-122.504618718594,37.74176181862779,21
NON-CRIMINAL,-122.42883596342699,37.7811808500926,0
DRUG/NARCOTIC,-122.419671780296,37.7650501214668,8
ROBBERY,-122.410488829308,37.765605863870505,13
WARRANTS,-122.394251231901,37.781198014159,8
VANDALISM,-122.41790515920499,37.7965406141378,16
VANDALISM,-122.406481972743,37.782731788488704,0
OTHER OFFENSES,-122.410999684769,37.7283041125654,13
VANDALISM,-122.417799856033,37.7804174563609,6
MISSING PERSON,-122.398580716544,37.754287678154704,20
ASSAULT,-122.40165866347601,37.7841666882161,10
VEHICLE THEFT,-122.43505415491501,37.769896894187106,20
NON-CRIMINAL,-122.506082455536,37.7482387239057,20
OTHER OFFENSES,-122.40340479147899,37.775420706711,22
WEAPON LAWS,-122.41952036788601,37.764228935718,7
BURGLARY,-122.43001865524201,37.7668305229582,18
OTHER OFFENSES,-122.419671780296,37.7650501214668,11
ROBBERY,-122.41251534135598,37.78047774805079,13
OTHER OFFENSES,-122.481567832474,37.7578090449786,11
DRUG/NARCOTIC,-122.420507073662,37.7585455359264,23
WARRANTS,-122.412970537591,37.78578837668879,14
OTHER OFFENSES,-122.39869063824499,37.7439408639457,11
ASSAULT,-122.421964745809,37.742261383285,15
OTHER OFFENSES,-122.423105855786,37.7815834072995,19
OTHER OFFENSES,-122.39207416787201,37.7308550434271,15
NON-CRIMINAL,-122.48301251436199,37.7194483276503,18
DISORDERLY CONDUCT,-122.418618953339,37.77305255476529,19
ROBBERY,-122.443795899939,37.7752430361844,19
NON-CRIMINAL,-122.405222821755,37.7886936920129,0
WARRANTS,-122.418600974625,37.7802607511192,20
VEHICLE THEFT,-122.42084130848801,37.775005245306396,7
SUSPICIOUS OCC,-122.42189877187,37.737950084707606,3
WARRANTS,-122.415721688006,37.7830679886919,19
ASSAULT,-122.42967113806002,37.8016543400471,0
TRESPASS,-122.40649729336,37.7956016951648,17
ASSAULT,-122.458220811697,37.7633123961354,3
ASSAULT,-122.40992047688101,37.8061326955531,0
VANDALISM,-122.423838639099,37.751096768225004,19
VEHICLE THEFT,-122.420507073662,37.7585455359264,0
BURGLARY,-122.416992162344,37.7886442171326,13
ASSAULT,-122.414235499783,37.7388517685098,20
MISSING PERSON,-122.407999186749,37.7778241673064,22
ASSAULT,-122.405382021647,37.738514421754296,9
ASSAULT,-122.431565622284,37.7900918964407,1
NON-CRIMINAL,-122.422903989743,37.801556112203606,11
VEHICLE THEFT,-122.431179348672,37.74424366594471,9
VANDALISM,-122.40970842372101,37.78282764988379,10
SUSPICIOUS OCC,-122.491956779206,37.7768766735218,14
OTHER OFFENSES,-122.41813729050101,37.7490413093633,22
ASSAULT,-122.416490513829,37.74652843449661,0
DRUG/NARCOTIC,-122.41371122073,37.7796660426062,18
NON-CRIMINAL,-122.399066879624,37.752259473230296,19
SECONDARY CODES,-122.407633520742,37.7841893501425,17
OTHER OFFENSES,-122.382742108888,37.7399451834026,0
NON-CRIMINAL,-122.426076101692,37.7963205403,22
BURGLARY,-122.420001436964,37.7740948566882,5
VEHICLE THEFT,-122.44080913559701,37.7132947498883,1
OTHER OFFENSES,-122.42799115191099,37.78495312416121,22
FRAUD,-122.40391914835699,37.7871160984672,9
NON-CRIMINAL,-122.409853729941,37.7833862379382,19
NON-CRIMINAL,-122.432914603494,37.7843533426568,17
DRUG/NARCOTIC,-122.409286020933,37.7796593209531,7
WARRANTS,-122.51016700534299,37.7751255094823,2
OTHER OFFENSES,-122.446432100907,37.750241057883,18
OTHER OFFENSES,-122.401966042337,37.7687048635258,9
VEHICLE THEFT,-122.425849162171,37.72783319552371,22
VANDALISM,-122.416650482064,37.808166053356295,14
WARRANTS,-122.41860971910201,37.7474453071495,13
VANDALISM,-122.50056241247,37.76157691282,22
NON-CRIMINAL,-122.41379097278099,37.783836556534794,10
ASSAULT,-122.420001436964,37.7740948566882,18
ASSAULT,-122.41967661615,37.7658510977435,19
ASSAULT,-122.400922761049,37.794959803128,17
SECONDARY CODES,-122.405895369887,37.786734218498296,18
DRUG/NARCOTIC,-122.413869632554,37.7818621883021,16
MISSING PERSON,-122.40019476894399,37.7900527936016,21
ASSAULT,-122.414457764634,37.7765080370233,6
FRAUD,-122.423544081104,37.7921222370469,18
WARRANTS,-122.42287408305799,37.7930494293957,2
MISSING PERSON,-122.407999186749,37.7778241673064,8
SUSPICIOUS OCC,-122.41026305135401,37.777361702655504,14
VEHICLE THEFT,-122.4272776443,37.7727541133707,9
NON-CRIMINAL,-122.464279879446,37.7800332991006,19
NON-CRIMINAL,-122.408247356177,37.787843256203104,13
OTHER OFFENSES,-122.393622739343,37.783079119147104,15
NON-CRIMINAL,-122.410774214375,37.8084350175869,11
OTHER OFFENSES,-122.413237516676,37.78284302332129,23
BURGLARY,-122.408496298209,37.786296190453,0
NON-CRIMINAL,-122.38695502421601,37.7336917703585,15
ASSAULT,-122.417225757723,37.7471608234479,12
NON-CRIMINAL,-122.44000661153099,37.721804883554704,15
VEHICLE THEFT,-122.435573154199,37.7609106220681,0
VANDALISM,-122.444230812109,37.7536245141024,8
OTHER OFFENSES,-122.421949487547,37.7884881521135,16
OTHER OFFENSES,-122.40031409336201,37.7449816963682,7
VEHICLE THEFT,-122.392315803265,37.78158030141179,4
NON-CRIMINAL,-122.435940703509,37.7237904510244,12
OTHER OFFENSES,-122.403434086745,37.78764305018,8
NON-CRIMINAL,-122.468105304613,37.71096391463939,16
VEHICLE THEFT,-122.50775013100402,37.7714939969416,14
OTHER OFFENSES,-122.41231374098,37.7441533886725,16
DRUG/NARCOTIC,-122.426955631709,37.769247063207004,17
SUSPICIOUS OCC,-122.433623421746,37.72623583047221,14
NON-CRIMINAL,-122.39097173455099,37.734015218072294,20
BURGLARY,-122.41324915759,37.8017878865463,20
SECONDARY CODES,-122.45536507778999,37.730746479549104,19
MISSING PERSON,-122.452839772389,37.7745145380854,23
VANDALISM,-122.41680307142799,37.7877117998441,16
WARRANTS,-122.414390137578,37.7885452792081,6
DISORDERLY CONDUCT,-122.480753763813,37.754970395060894,5
ASSAULT,-122.408269031453,37.78538311057971,11
BURGLARY,-122.40830087344999,37.7939540872148,16
OTHER OFFENSES,-122.475644251197,37.7430505534925,0
OTHER OFFENSES,-122.406566957339,37.7268581085141,19
OTHER OFFENSES,-122.424180902395,37.778586410055105,11
OTHER OFFENSES,-122.447821446662,37.8016306398067,9
NON-CRIMINAL,-122.39502174591401,37.775312852228396,14
